purchase_id,customer_id,product_id,purchase_date,quantity,total_amount,payment_id,sales_channel
1128,439,8,2025-04-23,4,144.76,1128,In-store
1129,157,1,2025-03-25,3,7.5,1129,In-store
1130,892,24,2025-03-22,5,89.75,1130,In-store
1131,943,16,2025-03-24,2,40.64,1131,Online
1132,564,14,2025-04-01,1,19.56,1132,In-store
1133,58,16,2025-04-28,2,40.64,1133,Online
1134,695,17,2025-04-05,1,2.2,1134,In-store
1135,182,24,2025-04-14,4,71.8,1135,In-store
1136,626,3,2025-03-30,3,37.38,1136,In-store
1137,97,6,2025-03-28,4,99.64,1137,In-store
1138,558,13,2025-05-10,1,2.82,1138,Online
1139,96,12,2025-04-04,3,43.89,1139,In-store
1140,395,11,2025-03-21,1,15.4,1140,Online
1141,851,6,2025-04-17,2,49.82,1141,Online
1142,882,18,2025-04-10,2,18.92,1142,Online
1143,519,7,2025-04-10,5,128.05,1143,In-store
1144,239,14,2025-05-15,4,78.24,1144,Online
1145,632,20,2025-05-13,1,30.73,1145,In-store
1146,170,19,2025-03-20,3,5.94,1146,In-store
1147,121,13,2025-04-08,5,14.1,1147,In-store
1148,383,23,2025-04-10,1,9.96,1148,In-store
1149,973,10,2025-04-15,4,29.36,1149,Online
1150,711,0,2025-03-21,4,38.72,1150,In-store
1151,1,23,2025-04-19,2,19.92,1151,In-store
1152,133,4,2025-04-23,5,60.4,1152,In-store
1153,548,4,2025-04-22,2,24.16,1153,In-store
1154,420,21,2025-05-16,4,115.96,1154,In-store
1155,448,9,2025-04-16,4,129.48,1155,In-store
1156,777,10,2025-05-07,2,14.68,1156,In-store
1157,210,25,2025-04-12,4,68.0,1157,In-store
1158,233,4,2025-04-10,5,60.4,1158,In-store
1159,857,13,2025-05-08,4,11.28,1159,In-store
1160,499,4,2025-05-10,3,36.24,1160,In-store
1161,388,4,2025-03-31,5,60.4,1161,Online
1162,603,4,2025-05-02,3,36.24,1162,Online
1163,407,16,2025-05-05,4,81.28,1163,In-store
1164,705,12,2025-05-03,1,14.63,1164,Online
1165,481,24,2025-05-07,4,71.8,1165,Online
1166,446,15,2025-04-30,1,47.78,1166,In-store
1167,333,12,2025-04-22,3,43.89,1167,In-store
1168,415,5,2025-05-12,2,8.44,1168,Online
1169,875,0,2025-05-17,3,29.04,1169,Online
1170,437,19,2025-03-31,4,7.92,1170,Online
1171,600,12,2025-04-12,3,43.89,1171,Online
1172,673,18,2025-05-07,4,37.84,1172,Online
1173,959,0,2025-05-14,5,48.4,1173,In-store
1174,693,5,2025-04-19,5,21.1,1174,Online
1175,522,12,2025-04-09,4,58.52,1175,Online
1176,586,24,2025-04-04,2,35.9,1176,In-store
1177,674,5,2025-04-09,3,12.66,1177,In-store
1178,953,11,2025-04-17,1,15.4,1178,Online
1179,980,11,2025-05-07,5,77.0,1179,Online
1180,573,15,2025-05-13,4,191.12,1180,In-store
1181,471,17,2025-04-23,4,8.8,1181,Online
1182,910,9,2025-04-02,4,129.48,1182,Online
1183,228,16,2025-03-29,2,40.64,1183,Online
1184,592,13,2025-04-18,5,14.1,1184,Online
1185,937,18,2025-04-27,2,18.92,1185,Online
1186,362,8,2025-04-26,5,180.95,1186,Online
1187,426,3,2025-05-11,4,49.84,1187,Online
1188,240,15,2025-05-04,1,47.78,1188,In-store
1189,58,1,2025-04-07,1,2.5,1189,Online
1190,287,21,2025-05-04,1,28.99,1190,Online
1191,674,21,2025-04-26,4,115.96,1191,Online
1192,448,8,2025-04-01,1,36.19,1192,In-store
1193,781,22,2025-04-25,2,33.24,1193,In-store
1194,359,23,2025-04-06,1,9.96,1194,In-store
1195,182,8,2025-03-18,2,72.38,1195,Online
1196,105,20,2025-05-06,4,122.92,1196,Online
1197,405,16,2025-03-25,1,20.32,1197,In-store
1198,870,23,2025-04-03,3,29.88,1198,Online
1199,323,0,2025-05-14,3,29.04,1199,Online
1200,697,16,2025-03-29,4,81.28,1200,Online
1201,670,18,2025-04-06,2,18.92,1201,Online
1202,604,24,2025-05-01,3,53.85,1202,In-store
1203,190,4,2025-05-06,4,48.32,1203,In-store
1204,253,1,2025-03-25,4,10.0,1204,In-store
1205,738,23,2025-04-02,5,49.8,1205,Online
1206,378,16,2025-05-12,5,101.6,1206,In-store
1207,539,9,2025-05-16,1,32.37,1207,In-store
1208,304,23,2025-04-18,3,29.88,1208,Online
1209,704,25,2025-05-15,4,68.0,1209,Online
1210,217,14,2025-05-14,4,78.24,1210,Online
1211,74,4,2025-03-19,5,60.4,1211,In-store
1212,236,24,2025-03-22,4,71.8,1212,Online
1213,221,6,2025-05-06,5,124.55,1213,In-store
1214,842,1,2025-04-22,3,7.5,1214,In-store
1215,951,10,2025-04-18,1,7.34,1215,Online
1216,472,6,2025-04-09,1,24.91,1216,Online
1217,663,5,2025-04-09,2,8.44,1217,In-store
1218,853,1,2025-05-05,2,5.0,1218,In-store
1219,190,14,2025-04-01,2,39.12,1219,Online
1220,134,8,2025-04-22,5,180.95,1220,In-store
1221,885,2,2025-03-22,5,155.5,1221,In-store
1222,637,0,2025-05-16,2,19.36,1222,In-store
1223,343,10,2025-04-03,2,14.68,1223,In-store
1224,425,6,2025-05-08,5,124.55,1224,In-store
1225,126,21,2025-04-11,1,28.99,1225,Online
1226,791,24,2025-04-12,1,17.95,1226,In-store
1227,928,17,2025-04-28,5,11.0,1227,Online
1228,644,21,2025-03-19,2,57.98,1228,Online
1229,398,10,2025-05-02,1,7.34,1229,In-store
1230,95,5,2025-04-20,2,8.44,1230,Online
1231,674,0,2025-04-09,1,9.68,1231,Online
1232,961,13,2025-03-26,2,5.64,1232,Online
1233,939,3,2025-03-30,2,24.92,1233,In-store
1234,729,1,2025-03-19,3,7.5,1234,In-store
1235,334,4,2025-04-21,2,24.16,1235,Online
1236,699,10,2025-05-16,5,36.7,1236,In-store
1237,358,15,2025-04-13,2,95.56,1237,In-store
1238,454,19,2025-05-02,1,1.98,1238,In-store
1239,356,6,2025-05-06,1,24.91,1239,Online
1240,590,4,2025-03-22,2,24.16,1240,In-store
1241,380,1,2025-04-12,2,5.0,1241,In-store
1242,229,19,2025-05-14,5,9.9,1242,Online
1243,118,25,2025-04-04,1,17.0,1243,In-store
1244,395,17,2025-04-26,2,4.4,1244,Online
1245,275,6,2025-04-14,5,124.55,1245,In-store
1246,168,13,2025-03-29,2,5.64,1246,Online
1247,110,0,2025-05-16,3,29.04,1247,Online
1248,450,8,2025-04-21,5,180.95,1248,Online
1249,505,18,2025-04-04,1,9.46,1249,Online
1250,250,8,2025-04-16,2,72.38,1250,Online
1251,32,20,2025-04-22,3,92.19,1251,Online
1252,105,9,2025-04-16,4,129.48,1252,Online
1253,16,16,2025-04-15,5,101.6,1253,Online
1254,481,4,2025-04-16,3,36.24,1254,Online
1255,276,11,2025-04-08,1,15.4,1255,Online
1256,92,9,2025-05-03,1,32.37,1256,Online
1257,115,3,2025-05-09,5,62.3,1257,Online
1258,956,10,2025-03-26,1,7.34,1258,Online
1259,807,16,2025-05-14,4,81.28,1259,Online
1260,572,20,2025-05-10,2,61.46,1260,Online
1261,737,8,2025-04-02,4,144.76,1261,In-store
1262,592,6,2025-04-04,5,124.55,1262,Online
1263,529,15,2025-05-05,4,191.12,1263,Online
1264,560,11,2025-04-04,4,61.6,1264,In-store
1265,143,17,2025-04-12,2,4.4,1265,In-store
1266,76,1,2025-05-17,4,10.0,1266,In-store
1267,384,16,2025-04-15,4,81.28,1267,In-store
1268,383,19,2025-05-01,3,5.94,1268,In-store
1269,814,22,2025-04-08,4,66.48,1269,In-store
1270,920,21,2025-04-14,4,115.96,1270,In-store
1271,744,1,2025-03-20,4,10.0,1271,In-store
1272,824,23,2025-05-07,4,39.84,1272,Online
1273,262,12,2025-05-08,3,43.89,1273,Online
1274,882,22,2025-03-22,5,83.1,1274,Online
1275,407,3,2025-05-15,3,37.38,1275,Online
1276,925,23,2025-04-27,5,49.8,1276,Online
1277,956,7,2025-04-09,1,25.61,1277,Online
1278,4,15,2025-04-19,5,238.9,1278,In-store
1279,986,19,2025-04-07,3,5.94,1279,In-store
1280,975,22,2025-04-20,5,83.1,1280,Online
1281,411,2,2025-04-26,4,124.4,1281,Online
1282,933,8,2025-03-20,4,144.76,1282,Online
1283,858,10,2025-05-16,3,22.02,1283,Online
1284,403,18,2025-04-07,5,47.3,1284,Online
1285,570,25,2025-04-18,1,17.0,1285,Online
1286,831,5,2025-03-25,1,4.22,1286,In-store
1287,855,9,2025-05-01,1,32.37,1287,In-store
1288,251,15,2025-03-21,3,143.34,1288,In-store
1289,511,18,2025-04-28,2,18.92,1289,Online
1290,29,19,2025-04-05,1,1.98,1290,In-store
1291,569,8,2025-04-30,5,180.95,1291,In-store
1292,800,13,2025-05-12,1,2.82,1292,Online
1293,670,25,2025-05-13,4,68.0,1293,Online
1294,871,17,2025-04-14,4,8.8,1294,In-store
1295,47,15,2025-04-20,5,238.9,1295,In-store
1296,682,12,2025-04-23,4,58.52,1296,In-store
1297,275,24,2025-05-07,2,35.9,1297,In-store
1298,958,16,2025-05-17,5,101.6,1298,Online
1299,971,7,2025-05-09,3,76.83,1299,Online
1300,645,14,2025-05-04,1,19.56,1300,Online
1301,755,16,2025-04-22,3,60.96,1301,In-store
1302,696,12,2025-05-12,1,14.63,1302,Online
1303,285,4,2025-04-04,1,12.08,1303,Online
1304,643,0,2025-04-24,5,48.4,1304,In-store
1305,372,7,2025-05-15,3,76.83,1305,In-store
1306,933,22,2025-04-18,2,33.24,1306,Online
1307,546,19,2025-03-18,3,5.94,1307,Online
1308,208,23,2025-05-05,5,49.8,1308,In-store
1309,793,11,2025-05-11,5,77.0,1309,Online
1310,663,3,2025-03-19,4,49.84,1310,Online
1311,610,17,2025-04-29,3,6.6,1311,Online
1312,634,8,2025-03-22,3,108.57,1312,Online
1313,575,22,2025-04-11,1,16.62,1313,In-store
1314,500,7,2025-04-08,3,76.83,1314,Online
1315,392,6,2025-05-15,5,124.55,1315,Online
1316,947,24,2025-05-02,5,89.75,1316,Online
1317,585,4,2025-04-19,2,24.16,1317,Online
1318,73,1,2025-04-22,5,12.5,1318,In-store
1319,265,13,2025-05-06,3,8.46,1319,In-store
1320,330,10,2025-04-13,5,36.7,1320,Online
1321,293,0,2025-03-25,1,9.68,1321,Online
1322,214,20,2025-05-14,1,30.73,1322,In-store
1323,661,16,2025-04-29,4,81.28,1323,In-store
1324,161,5,2025-05-08,3,12.66,1324,In-store
1325,898,17,2025-05-01,3,6.6,1325,In-store
1326,535,4,2025-04-28,5,60.4,1326,Online
1327,379,11,2025-03-28,3,46.2,1327,In-store
1328,411,5,2025-04-03,4,16.88,1328,Online
1329,230,13,2025-04-19,1,2.82,1329,Online
1330,997,9,2025-05-13,5,161.85,1330,Online
1331,600,20,2025-05-05,3,92.19,1331,In-store
1332,42,9,2025-04-04,1,32.37,1332,Online
1333,547,1,2025-04-30,2,5.0,1333,In-store
1334,760,16,2025-04-26,5,101.6,1334,Online
1335,342,18,2025-05-16,5,47.3,1335,In-store
1336,223,11,2025-05-02,3,46.2,1336,In-store
1337,949,9,2025-05-13,3,97.11,1337,Online
1338,454,16,2025-04-04,5,101.6,1338,Online
1339,657,16,2025-05-04,4,81.28,1339,In-store
1340,269,4,2025-05-01,2,24.16,1340,Online
1341,552,20,2025-03-26,3,92.19,1341,In-store
1342,213,19,2025-04-03,5,9.9,1342,Online
1343,251,24,2025-04-25,1,17.95,1343,Online
1344,382,18,2025-05-15,4,37.84,1344,Online
1345,521,12,2025-03-30,5,73.15,1345,In-store
1346,642,22,2025-04-11,3,49.86,1346,In-store
1347,884,11,2025-03-27,3,46.2,1347,In-store
1348,631,10,2025-03-20,2,14.68,1348,Online
1349,813,0,2025-05-16,4,38.72,1349,In-store
1350,175,17,2025-04-13,2,4.4,1350,Online
1351,185,17,2025-04-13,4,8.8,1351,In-store
1352,310,14,2025-03-27,4,78.24,1352,In-store
1353,87,23,2025-04-12,5,49.8,1353,In-store
1354,527,12,2025-04-30,1,14.63,1354,Online
1355,401,8,2025-03-18,5,180.95,1355,Online
1356,88,24,2025-03-21,5,89.75,1356,Online
1357,558,14,2025-03-29,2,39.12,1357,In-store
1358,500,8,2025-05-09,4,144.76,1358,In-store
1359,899,10,2025-03-23,4,29.36,1359,Online
1360,177,20,2025-04-12,4,122.92,1360,In-store
1361,474,17,2025-03-28,2,4.4,1361,Online
1362,965,3,2025-03-26,2,24.92,1362,In-store
1363,523,14,2025-05-14,2,39.12,1363,In-store
1364,641,21,2025-04-25,5,144.95,1364,Online
1365,89,10,2025-04-01,1,7.34,1365,In-store
1366,560,14,2025-04-09,5,97.8,1366,Online
1367,565,10,2025-04-25,5,36.7,1367,In-store
1368,102,14,2025-05-16,2,39.12,1368,Online
1369,895,7,2025-03-25,5,128.05,1369,Online
1370,773,14,2025-05-16,4,78.24,1370,Online
1371,515,19,2025-05-15,5,9.9,1371,In-store
1372,410,23,2025-04-22,2,19.92,1372,Online
1373,270,14,2025-05-09,5,97.8,1373,In-store
1374,534,7,2025-04-09,2,51.22,1374,Online
1375,124,19,2025-04-05,5,9.9,1375,Online
1376,982,0,2025-05-06,4,38.72,1376,Online
1377,466,22,2025-05-06,1,16.62,1377,Online
1378,776,13,2025-05-10,1,2.82,1378,Online
1379,965,0,2025-04-02,2,19.36,1379,Online
1380,615,2,2025-03-29,3,93.3,1380,In-store
1381,930,0,2025-04-11,2,19.36,1381,In-store
1382,185,13,2025-05-03,2,5.64,1382,In-store
1383,128,20,2025-04-26,5,153.65,1383,In-store
1384,753,11,2025-04-25,4,61.6,1384,In-store
1385,897,6,2025-04-14,5,124.55,1385,Online
1386,344,22,2025-04-03,2,33.24,1386,In-store
1387,454,13,2025-05-03,1,2.82,1387,Online
1388,507,4,2025-05-08,3,36.24,1388,Online
1389,676,8,2025-05-04,3,108.57,1389,Online
1390,368,15,2025-04-02,4,191.12,1390,In-store
1391,991,17,2025-03-21,5,11.0,1391,In-store
1392,511,13,2025-05-09,2,5.64,1392,In-store
1393,138,11,2025-03-29,3,46.2,1393,Online
1394,379,14,2025-04-04,4,78.24,1394,Online
1395,510,10,2025-04-15,5,36.7,1395,Online
1396,126,2,2025-04-25,1,31.1,1396,Online
1397,412,0,2025-04-09,3,29.04,1397,Online
1398,917,11,2025-05-01,1,15.4,1398,Online
1399,802,6,2025-04-27,1,24.91,1399,In-store
1400,72,24,2025-05-13,5,89.75,1400,Online
1401,908,4,2025-05-16,1,12.08,1401,In-store
1402,381,24,2025-05-09,4,71.8,1402,Online
1403,133,5,2025-04-30,1,4.22,1403,Online
1404,842,24,2025-04-08,5,89.75,1404,In-store
1405,824,8,2025-05-01,1,36.19,1405,In-store
1406,333,19,2025-04-04,5,9.9,1406,Online
1407,780,8,2025-03-23,2,72.38,1407,Online
1408,432,16,2025-05-02,2,40.64,1408,In-store
1409,696,12,2025-04-01,5,73.15,1409,In-store
1410,581,18,2025-05-01,3,28.38,1410,Online
1411,714,24,2025-04-08,5,89.75,1411,Online
1412,359,20,2025-04-30,1,30.73,1412,Online
1413,519,3,2025-05-13,1,12.46,1413,In-store
1414,686,21,2025-03-31,1,28.99,1414,In-store
1415,908,2,2025-04-29,4,124.4,1415,Online
1416,344,24,2025-05-04,2,35.9,1416,Online
1417,724,4,2025-04-16,1,12.08,1417,In-store
1418,605,7,2025-04-30,2,51.22,1418,Online
1419,312,1,2025-05-16,5,12.5,1419,In-store
1420,271,19,2025-04-12,4,7.92,1420,In-store
1421,328,9,2025-03-25,1,32.37,1421,Online
1422,192,13,2025-05-10,5,14.1,1422,In-store
1423,807,14,2025-04-04,3,58.68,1423,In-store
1424,566,7,2025-03-28,1,25.61,1424,Online
1425,457,8,2025-03-28,2,72.38,1425,In-store
1426,898,10,2025-04-25,2,14.68,1426,In-store
1427,493,12,2025-03-22,3,43.89,1427,In-store
1428,323,4,2025-03-31,4,48.32,1428,Online
1429,355,0,2025-03-31,4,38.72,1429,Online
1430,289,6,2025-05-03,2,49.82,1430,Online
1431,159,19,2025-05-06,2,3.96,1431,In-store
1432,742,5,2025-05-02,2,8.44,1432,In-store
1433,959,13,2025-04-17,1,2.82,1433,Online
1434,523,22,2025-03-29,1,16.62,1434,In-store
1435,345,20,2025-03-19,3,92.19,1435,In-store
1436,369,15,2025-04-12,3,143.34,1436,In-store
1437,260,23,2025-05-10,1,9.96,1437,In-store
1438,524,8,2025-04-28,2,72.38,1438,In-store
1439,767,10,2025-04-09,2,14.68,1439,Online
1440,461,24,2025-04-01,3,53.85,1440,In-store
1441,268,22,2025-04-18,3,49.86,1441,Online
1442,755,15,2025-03-25,1,47.78,1442,Online
1443,287,11,2025-04-10,3,46.2,1443,In-store
1444,918,5,2025-05-05,2,8.44,1444,Online
1445,694,12,2025-05-17,3,43.89,1445,Online
1446,909,15,2025-04-27,2,95.56,1446,In-store
1447,509,5,2025-03-21,4,16.88,1447,Online
1448,191,18,2025-04-28,1,9.46,1448,Online
1449,599,11,2025-03-29,3,46.2,1449,In-store
1450,392,2,2025-05-05,3,93.3,1450,Online
1451,148,23,2025-05-12,3,29.88,1451,In-store
1452,671,11,2025-05-03,5,77.0,1452,In-store
1453,670,11,2025-05-16,1,15.4,1453,In-store
1454,225,10,2025-03-21,3,22.02,1454,In-store
1455,610,25,2025-03-28,5,85.0,1455,Online
1456,560,12,2025-04-03,2,29.26,1456,Online
1457,370,16,2025-05-11,1,20.32,1457,Online
1458,558,15,2025-03-31,3,143.34,1458,Online
1459,789,19,2025-04-12,5,9.9,1459,In-store
1460,17,19,2025-04-29,3,5.94,1460,Online
1461,667,5,2025-03-20,3,12.66,1461,Online
1462,462,6,2025-03-22,2,49.82,1462,In-store
1463,789,10,2025-04-14,5,36.7,1463,Online
1464,893,6,2025-04-01,2,49.82,1464,In-store
1465,672,16,2025-04-09,4,81.28,1465,Online
1466,984,8,2025-03-20,5,180.95,1466,Online
1467,263,1,2025-05-13,2,5.0,1467,In-store
1468,23,12,2025-04-10,3,43.89,1468,Online
1469,129,3,2025-03-27,3,37.38,1469,Online
1470,616,8,2025-05-11,2,72.38,1470,Online
1471,910,23,2025-05-15,2,19.92,1471,Online
1472,832,14,2025-05-04,1,19.56,1472,In-store
1473,718,6,2025-04-15,2,49.82,1473,Online
1474,53,0,2025-05-08,4,38.72,1474,In-store
1475,919,18,2025-05-17,2,18.92,1475,In-store
1476,618,3,2025-05-13,2,24.92,1476,In-store
1477,654,3,2025-04-07,3,37.38,1477,Online
1478,436,4,2025-03-27,3,36.24,1478,Online
1479,811,11,2025-03-30,2,30.8,1479,In-store
1480,977,8,2025-04-22,1,36.19,1480,Online
1481,404,5,2025-05-13,3,12.66,1481,Online
1482,421,1,2025-04-01,1,2.5,1482,Online
1483,219,24,2025-03-27,5,89.75,1483,Online
1484,525,24,2025-05-17,5,89.75,1484,Online
1485,705,6,2025-04-18,4,99.64,1485,Online
1486,421,18,2025-04-19,2,18.92,1486,In-store
1487,961,5,2025-04-04,2,8.44,1487,In-store
1488,14,6,2025-04-26,5,124.55,1488,Online
1489,435,10,2025-04-29,1,7.34,1489,In-store
1490,572,23,2025-03-28,3,29.88,1490,Online
1491,211,18,2025-04-28,2,18.92,1491,In-store
1492,300,2,2025-04-03,3,93.3,1492,In-store
1493,284,10,2025-05-09,2,14.68,1493,Online
1494,548,3,2025-04-17,4,49.84,1494,In-store
1495,36,5,2025-05-07,2,8.44,1495,In-store
1496,358,9,2025-04-26,4,129.48,1496,In-store
1497,66,3,2025-04-22,1,12.46,1497,Online
1498,286,3,2025-04-30,1,12.46,1498,Online
1499,400,2,2025-04-10,3,93.3,1499,In-store
1500,370,13,2025-04-03,5,14.1,1500,In-store
1501,577,24,2025-04-03,1,17.95,1501,In-store
1502,241,24,2025-04-03,1,17.95,1502,Online
1503,365,3,2025-03-19,3,37.38,1503,Online
1504,277,11,2025-04-07,1,15.4,1504,Online
1505,10,20,2025-04-05,2,61.46,1505,In-store
1506,183,12,2025-04-25,5,73.15,1506,Online
1507,743,3,2025-04-13,1,12.46,1507,Online
1508,51,13,2025-04-07,4,11.28,1508,Online
1509,761,13,2025-03-18,4,11.28,1509,Online
1510,56,16,2025-05-04,1,20.32,1510,In-store
1511,473,9,2025-04-22,1,32.37,1511,Online
1512,598,14,2025-03-27,1,19.56,1512,In-store
1513,160,15,2025-05-17,5,238.9,1513,Online
1514,578,7,2025-03-21,1,25.61,1514,Online
1515,162,11,2025-03-31,5,77.0,1515,In-store
1516,389,7,2025-03-31,3,76.83,1516,Online
1517,754,24,2025-03-18,3,53.85,1517,Online
1518,133,17,2025-04-08,4,8.8,1518,Online
1519,364,11,2025-04-05,1,15.4,1519,In-store
1520,535,5,2025-05-15,2,8.44,1520,In-store
1521,108,24,2025-05-07,3,53.85,1521,Online
1522,824,4,2025-03-23,5,60.4,1522,In-store
1523,755,18,2025-05-10,4,37.84,1523,In-store
1524,73,7,2025-04-27,3,76.83,1524,Online
1525,498,11,2025-04-30,3,46.2,1525,Online
1526,157,16,2025-04-09,4,81.28,1526,In-store
1527,752,23,2025-03-22,4,39.84,1527,In-store
1528,861,17,2025-03-25,3,6.6,1528,In-store
1529,547,19,2025-04-01,3,5.94,1529,Online
1530,679,0,2025-04-17,1,9.68,1530,In-store
1531,226,14,2025-03-19,2,39.12,1531,Online
1532,601,8,2025-03-25,1,36.19,1532,Online
1533,883,5,2025-05-08,4,16.88,1533,In-store
1534,652,20,2025-05-04,3,92.19,1534,Online
1535,592,22,2025-03-28,1,16.62,1535,Online
1536,211,21,2025-04-26,2,57.98,1536,In-store
1537,970,23,2025-05-10,4,39.84,1537,Online
1538,97,19,2025-04-02,5,9.9,1538,In-store
1539,91,0,2025-05-12,1,9.68,1539,In-store
1540,959,2,2025-04-12,4,124.4,1540,In-store
1541,218,24,2025-04-18,3,53.85,1541,In-store
1542,258,11,2025-04-30,1,15.4,1542,Online
1543,631,11,2025-05-14,1,15.4,1543,Online
1544,491,5,2025-03-23,3,12.66,1544,Online
1545,461,15,2025-03-19,1,47.78,1545,In-store
1546,892,0,2025-05-06,3,29.04,1546,Online
1547,879,2,2025-04-03,5,155.5,1547,Online
1548,251,16,2025-04-20,1,20.32,1548,In-store
1549,62,7,2025-04-10,4,102.44,1549,In-store
1550,767,24,2025-04-20,4,71.8,1550,Online
1551,236,11,2025-03-23,5,77.0,1551,Online
1552,832,13,2025-03-18,4,11.28,1552,In-store
1553,513,4,2025-05-06,5,60.4,1553,In-store
1554,824,2,2025-04-13,4,124.4,1554,Online
1555,423,7,2025-03-26,2,51.22,1555,In-store
1556,617,24,2025-04-03,1,17.95,1556,In-store
1557,965,23,2025-04-03,1,9.96,1557,Online
1558,292,19,2025-03-25,1,1.98,1558,Online
1559,181,6,2025-04-17,1,24.91,1559,Online
1560,678,23,2025-04-25,1,9.96,1560,In-store
1561,704,0,2025-04-13,1,9.68,1561,Online
1562,114,9,2025-04-03,5,161.85,1562,Online
1563,501,15,2025-04-07,1,47.78,1563,Online
1564,207,4,2025-04-30,2,24.16,1564,In-store
1565,800,22,2025-03-21,2,33.24,1565,Online
1566,504,11,2025-04-30,3,46.2,1566,Online
1567,856,15,2025-04-13,4,191.12,1567,In-store
1568,701,14,2025-03-30,4,78.24,1568,Online
1569,191,12,2025-04-08,5,73.15,1569,Online
1570,259,13,2025-03-23,1,2.82,1570,In-store
1571,325,8,2025-04-21,2,72.38,1571,In-store
1572,736,25,2025-04-01,1,17.0,1572,In-store
1573,976,15,2025-03-31,5,238.9,1573,Online
1574,412,14,2025-03-22,1,19.56,1574,In-store
1575,852,7,2025-03-30,5,128.05,1575,In-store
1576,347,12,2025-03-27,1,14.63,1576,Online
1577,177,20,2025-04-29,1,30.73,1577,Online
1578,190,6,2025-04-19,2,49.82,1578,In-store
1579,833,8,2025-03-21,5,180.95,1579,In-store
1580,155,10,2025-04-15,3,22.02,1580,Online
1581,66,23,2025-03-31,2,19.92,1581,In-store
1582,469,18,2025-04-01,1,9.46,1582,Online
1583,576,19,2025-05-11,5,9.9,1583,Online
1584,440,21,2025-05-04,1,28.99,1584,In-store
1585,803,2,2025-04-16,1,31.1,1585,Online
1586,870,12,2025-05-07,4,58.52,1586,In-store
1587,690,16,2025-05-05,5,101.6,1587,In-store
1588,904,12,2025-04-18,3,43.89,1588,Online
1589,936,7,2025-05-01,4,102.44,1589,In-store
1590,754,21,2025-05-10,1,28.99,1590,In-store
1591,858,18,2025-04-30,4,37.84,1591,In-store
1592,610,12,2025-04-17,5,73.15,1592,Online
1593,559,24,2025-04-19,1,17.95,1593,In-store
1594,453,8,2025-04-14,1,36.19,1594,In-store
1595,506,14,2025-04-30,4,78.24,1595,In-store
1596,3,5,2025-03-22,3,12.66,1596,In-store
1597,738,23,2025-04-20,5,49.8,1597,In-store
1598,164,3,2025-04-09,3,37.38,1598,Online
1599,869,5,2025-03-20,2,8.44,1599,In-store
1600,218,0,2025-04-08,5,48.4,1600,Online
1601,531,3,2025-04-17,1,12.46,1601,In-store
1602,207,21,2025-03-26,4,115.96,1602,In-store
1603,400,11,2025-04-07,4,61.6,1603,In-store
1604,384,8,2025-03-20,2,72.38,1604,Online
1605,680,3,2025-05-01,3,37.38,1605,Online
1606,262,23,2025-03-31,1,9.96,1606,Online
1607,212,17,2025-04-13,3,6.6,1607,In-store
1608,513,9,2025-04-27,1,32.37,1608,In-store
1609,187,8,2025-05-17,5,180.95,1609,Online
1610,543,16,2025-03-20,1,20.32,1610,Online
1611,218,18,2025-03-25,2,18.92,1611,In-store
1612,720,11,2025-04-24,3,46.2,1612,Online
1613,442,18,2025-04-01,5,47.3,1613,In-store
1614,1,13,2025-05-06,1,2.82,1614,Online
1615,630,4,2025-04-27,4,48.32,1615,Online
1616,36,10,2025-04-14,4,29.36,1616,Online
1617,379,4,2025-04-25,2,24.16,1617,Online
1618,418,5,2025-04-17,4,16.88,1618,Online
1619,141,9,2025-04-23,3,97.11,1619,In-store
1620,572,15,2025-04-16,2,95.56,1620,Online
1621,758,24,2025-05-10,4,71.8,1621,In-store
1622,861,20,2025-04-25,5,153.65,1622,In-store
1623,322,9,2025-04-10,1,32.37,1623,Online
1624,184,13,2025-04-08,4,11.28,1624,In-store
1625,97,9,2025-05-08,2,64.74,1625,In-store
1626,818,6,2025-04-03,5,124.55,1626,In-store
1627,327,22,2025-04-28,5,83.1,1627,Online
1628,281,18,2025-05-10,5,47.3,1628,Online
1629,112,23,2025-03-23,4,39.84,1629,In-store
1630,413,12,2025-05-04,2,29.26,1630,In-store
1631,230,16,2025-04-11,4,81.28,1631,In-store
1632,393,7,2025-05-17,5,128.05,1632,Online
1633,19,16,2025-04-08,4,81.28,1633,In-store
1634,356,19,2025-05-07,2,3.96,1634,Online
1635,822,14,2025-04-16,1,19.56,1635,In-store
1636,369,24,2025-05-03,2,35.9,1636,Online
1637,814,19,2025-04-22,3,5.94,1637,Online
1638,54,12,2025-04-16,2,29.26,1638,Online
1639,339,5,2025-04-13,1,4.22,1639,In-store
1640,863,3,2025-05-09,4,49.84,1640,Online
1641,572,19,2025-04-17,5,9.9,1641,Online
1642,862,4,2025-04-09,3,36.24,1642,In-store
1643,531,19,2025-04-02,5,9.9,1643,In-store
1644,378,11,2025-03-30,1,15.4,1644,In-store
1645,263,17,2025-03-19,2,4.4,1645,In-store
1646,810,4,2025-05-15,5,60.4,1646,Online
1647,907,19,2025-04-23,1,1.98,1647,In-store
1648,601,2,2025-03-22,4,124.4,1648,Online
1649,58,13,2025-04-01,4,11.28,1649,In-store
1650,819,10,2025-04-17,3,22.02,1650,Online
1651,202,25,2025-04-14,2,34.0,1651,Online
1652,85,6,2025-04-11,2,49.82,1652,In-store
1653,412,25,2025-03-18,4,68.0,1653,Online
1654,0,13,2025-04-20,4,11.28,1654,In-store
