customer_id,gender,age,marital_status,occupation,location,first_purchase_date,preferred_payment
894,Male,42,Married,Analyst,Glasgow,2024-05-31,Cash
895,Male,56,Single,Engineer,Manchester,2023-08-22,Mobile Money
896,Male,42,Married,Doctor,Manchester,2024-01-12,Mobile Money
897,Male,18,Married,Engineer,London,2023-12-25,Mobile Money
898,Female,22,Single,Doctor,London,2024-09-01,Cash
899,Female,58,Married,Analyst,Manchester,2025-02-13,Cash
900,Male,41,Married,Analyst,Leeds,2024-09-09,Cash
901,Female,35,Married,Doctor,Birmingham,2025-03-04,Card
902,Female,37,Married,Analyst,Birmingham,2023-11-14,Cash
903,Female,33,Single,Doctor,Leeds,2024-11-21,Mobile Money
904,Female,61,Single,Engineer,London,2023-12-16,Cash
905,Male,34,Married,Trader,Leeds,2024-06-03,Mobile Money
906,Male,40,Married,Teacher,London,2023-07-12,Cash
907,Female,23,Single,Trader,Glasgow,2023-07-12,Mobile Money
908,Female,60,Single,Engineer,Manchester,2025-03-29,Card
909,Male,63,Single,Trader,London,2024-11-19,Card
910,Male,32,Single,Teacher,Manchester,2024-02-13,Cash
911,Female,26,Single,Engineer,London,2024-10-31,Cash
912,Female,65,Married,Trader,Glasgow,2023-09-12,Card
913,Male,23,Single,Doctor,Glasgow,2023-06-09,Cash
914,Male,39,Single,Teacher,Glasgow,2024-12-04,Mobile Money
915,Male,61,Single,Teacher,Leeds,2024-11-28,Cash
916,Male,21,Single,Trader,Manchester,2024-12-15,Mobile Money
917,Female,20,Married,Teacher,London,2023-10-19,Card
918,Female,50,Married,Engineer,London,2023-11-23,Cash
919,Male,29,Married,Trader,Manchester,2023-06-25,Card
920,Female,50,Single,Doctor,London,2024-01-24,Mobile Money
921,Female,37,Single,Doctor,Manchester,2024-12-12,Cash
922,Male,52,Married,Engineer,London,2023-10-09,Cash
923,Female,28,Married,Teacher,London,2024-11-08,Cash
924,Male,65,Married,Analyst,Manchester,2023-08-13,Card
925,Female,41,Single,Doctor,London,2024-03-14,Cash
926,Female,51,Single,Doctor,London,2024-11-04,Card
927,Male,31,Married,Analyst,Glasgow,2023-10-12,Cash
928,Male,26,Married,Doctor,Glasgow,2025-03-13,Card
929,Female,61,Married,Engineer,London,2024-04-03,Card
930,Male,51,Single,Engineer,Birmingham,2024-07-25,Card
931,Male,22,Married,Doctor,Glasgow,2024-01-31,Card
932,Female,52,Married,Engineer,London,2023-07-12,Cash
933,Male,54,Married,Teacher,London,2025-02-04,Cash
934,Male,29,Married,Doctor,Leeds,2024-09-02,Mobile Money
935,Female,27,Married,Doctor,Manchester,2024-07-15,Cash
936,Male,19,Single,Doctor,Leeds,2025-02-26,Card
937,Male,41,Single,Analyst,Leeds,2024-03-27,Mobile Money
938,Male,55,Single,Analyst,Glasgow,2024-01-26,Card
939,Male,33,Single,Teacher,Leeds,2024-10-18,Mobile Money
940,Male,48,Married,Analyst,Glasgow,2024-12-31,Card
941,Male,52,Single,Trader,London,2025-01-13,Cash
942,Female,63,Single,Engineer,Birmingham,2023-07-15,Mobile Money
943,Female,18,Married,Teacher,Glasgow,2024-11-12,Cash
944,Male,45,Married,Engineer,Glasgow,2024-09-06,Card
945,Female,35,Single,Engineer,Leeds,2024-10-10,Mobile Money
946,Female,49,Married,Doctor,London,2024-11-09,Card
947,Female,25,Married,Teacher,London,2025-01-30,Cash
948,Male,59,Married,Teacher,Glasgow,2025-01-28,Mobile Money
949,Female,61,Married,Analyst,Manchester,2024-03-17,Mobile Money
950,Male,62,Married,Analyst,Glasgow,2024-04-10,Mobile Money
951,Male,58,Single,Trader,Birmingham,2023-12-24,Mobile Money
952,Male,25,Married,Doctor,Birmingham,2024-06-23,Cash
953,Female,31,Single,Doctor,Birmingham,2024-07-30,Card
954,Male,37,Single,Trader,Glasgow,2023-10-05,Cash
955,Female,57,Single,Doctor,Birmingham,2024-11-26,Card
956,Male,48,Married,Trader,Glasgow,2024-02-14,Card
957,Female,19,Single,Teacher,Birmingham,2024-05-04,Mobile Money
958,Male,32,Married,Engineer,London,2024-03-19,Cash
959,Male,24,Single,Engineer,Birmingham,2023-07-16,Card
960,Male,30,Married,Analyst,Glasgow,2025-01-29,Mobile Money
961,Female,34,Single,Teacher,Leeds,2025-01-26,Cash
962,Female,23,Married,Doctor,Glasgow,2024-11-28,Cash
963,Female,19,Single,Doctor,Manchester,2023-07-03,Card
964,Male,62,Single,Teacher,Glasgow,2024-05-21,Card
965,Male,28,Married,Teacher,Manchester,2024-10-20,Cash
966,Female,26,Married,Doctor,Birmingham,2024-04-27,Mobile Money
967,Male,41,Married,Engineer,Glasgow,2023-07-07,Mobile Money
968,Male,62,Single,Teacher,Glasgow,2024-04-27,Card
969,Female,49,Single,Engineer,Leeds,2023-07-05,Cash
970,Male,47,Single,Trader,Birmingham,2023-12-26,Card
971,Male,19,Single,Engineer,Glasgow,2024-07-15,Mobile Money
972,Female,55,Single,Engineer,Glasgow,2024-08-04,Cash
973,Female,59,Single,Trader,Glasgow,2024-02-26,Cash
974,Female,30,Married,Doctor,Manchester,2023-09-22,Card
975,Male,57,Single,Trader,Manchester,2023-08-25,Mobile Money
976,Male,29,Married,Teacher,Manchester,2024-10-28,Cash
977,Male,42,Married,Doctor,London,2023-10-22,Cash
978,Female,30,Married,Analyst,Birmingham,2023-12-30,Mobile Money
979,Male,52,Single,Teacher,Birmingham,2023-09-20,Card
980,Female,28,Married,Trader,Leeds,2025-03-16,Mobile Money
981,Male,20,Single,Trader,Glasgow,2024-04-23,Card
982,Male,20,Married,Engineer,London,2023-10-16,Card
983,Female,38,Married,Analyst,Leeds,2023-07-18,Card
984,Male,52,Married,Doctor,Leeds,2025-04-05,Card
985,Male,38,Married,Teacher,London,2025-04-04,Mobile Money
986,Male,35,Single,Trader,Manchester,2023-10-30,Card
987,Male,20,Single,Doctor,Glasgow,2025-03-22,Card
988,Female,59,Single,Trader,Manchester,2024-07-04,Mobile Money
989,Female,20,Married,Doctor,Leeds,2023-11-20,Card
990,Male,31,Married,Doctor,Manchester,2025-02-09,Card
991,Male,25,Single,Analyst,Birmingham,2023-12-29,Cash
992,Female,24,Married,Teacher,Birmingham,2025-01-15,Card
993,Male,31,Single,Trader,Leeds,2023-11-18,Cash
994,Female,33,Single,Teacher,London,2023-08-02,Mobile Money
995,Male,39,Married,Doctor,Manchester,2025-03-04,Mobile Money
996,Male,42,Married,Trader,London,2023-07-07,Card
997,Female,18,Single,Trader,Birmingham,2024-06-17,Cash
998,Male,20,Single,Doctor,Leeds,2025-04-14,Card
999,Male,26,Married,Teacher,Manchester,2024-07-16,Mobile Money
