payment_id,payment_date,payment_time,amount,payment_method,card_type,issuer_country,payment_channel,avs_response,cvv_response,three_ds_response,auth_response,merchant_name
1533,2025-05-08,12:00:47,16.88,Card,Debit,UK,POS,U,M,N,Declined,Merchant_50
1534,2025-05-04,12:00:47,92.19,Mobile Money,Debit,UK,Web,N,M,Y,Declined,Merchant_25
1535,2025-03-28,12:00:47,16.62,Mobile Money,Credit,US,Web,Y,N,N,Declined,Merchant_15
1536,2025-04-26,12:00:47,57.98,Mobile Money,Credit,US,Mobile App,U,M,Y,Declined,Merchant_26
1537,2025-05-10,12:00:47,39.84,Mobile Money,Credit,US,Web,N,M,Y,Declined,Merchant_32
1538,2025-04-02,12:00:47,9.9,Cash,Debit,US,POS,N,M,Y,Approved,Merchant_37
1539,2025-05-12,12:00:47,9.68,Card,Debit,US,POS,Y,N,N,Approved,Merchant_19
1540,2025-04-12,12:00:47,124.4,Card,Credit,NG,Mobile App,N,M,N,Declined,Merchant_47
1541,2025-04-18,12:00:47,53.85,Mobile Money,Debit,US,POS,N,N,Y,Approved,Merchant_17
1542,2025-04-30,12:00:47,15.4,Card,Credit,UK,Web,N,N,Y,Declined,Merchant_26
1543,2025-05-14,12:00:47,15.4,Mobile Money,Debit,UK,Web,Y,N,Y,Approved,Merchant_22
1544,2025-03-23,12:00:47,12.66,Mobile Money,Debit,NG,Web,N,N,Y,Declined,Merchant_26
1545,2025-03-19,12:00:47,47.78,Mobile Money,Credit,US,Mobile App,U,N,N,Declined,Merchant_4
1546,2025-05-06,12:00:47,29.04,Card,Debit,US,Web,N,N,Y,Declined,Merchant_11
1547,2025-04-03,12:00:47,155.5,Card,Credit,NG,Web,U,N,N,Declined,Merchant_27
1548,2025-04-20,12:00:47,20.32,Cash,Credit,NG,POS,N,M,N,Declined,Merchant_18
1549,2025-04-10,12:00:47,102.44,Mobile Money,Credit,US,POS,U,N,Y,Declined,Merchant_27
1550,2025-04-20,12:00:47,71.8,Card,Debit,UK,Web,U,N,Y,Approved,Merchant_45
1551,2025-03-23,12:00:47,77.0,Mobile Money,Debit,UK,Web,U,N,Y,Approved,Merchant_24
1552,2025-03-18,12:00:47,11.28,Mobile Money,Credit,US,POS,U,M,N,Approved,Merchant_8
1553,2025-05-06,12:00:47,60.4,Card,Debit,US,POS,Y,M,N,Approved,Merchant_39
1554,2025-04-13,12:00:47,124.4,Card,Credit,UK,Web,U,M,N,Approved,Merchant_26
1555,2025-03-26,12:00:47,51.22,Card,Debit,NG,Mobile App,N,M,N,Approved,Merchant_50
1556,2025-04-03,12:00:47,17.95,Cash,Debit,UK,POS,U,M,Y,Declined,Merchant_19
1557,2025-04-03,12:00:47,9.96,Card,Credit,UK,Web,U,M,N,Approved,Merchant_50
1558,2025-03-25,12:00:47,1.98,Card,Debit,UK,Web,Y,N,Y,Declined,Merchant_16
1559,2025-04-17,12:00:47,24.91,Mobile Money,Credit,US,Web,Y,M,Y,Declined,Merchant_43
1560,2025-04-25,12:00:47,9.96,Mobile Money,Debit,US,Mobile App,Y,N,Y,Declined,Merchant_15
1561,2025-04-13,12:00:47,9.68,Mobile Money,Credit,UK,Web,U,N,Y,Approved,Merchant_16
1562,2025-04-03,12:00:47,161.85,Mobile Money,Debit,UK,Web,U,M,N,Declined,Merchant_26
1563,2025-04-07,12:00:47,47.78,Mobile Money,Debit,US,Web,N,N,N,Declined,Merchant_36
1564,2025-04-30,12:00:47,24.16,Mobile Money,Debit,US,POS,Y,M,N,Approved,Merchant_41
1565,2025-03-21,12:00:47,33.24,Mobile Money,Debit,UK,Web,U,N,Y,Approved,Merchant_37
1566,2025-04-30,12:00:47,46.2,Card,Credit,US,Web,U,N,N,Declined,Merchant_18
1567,2025-04-13,12:00:47,191.12,Card,Debit,UK,Mobile App,U,M,Y,Approved,Merchant_41
1568,2025-03-30,12:00:47,78.24,Card,Credit,UK,Web,N,M,Y,Approved,Merchant_2
1569,2025-04-08,12:00:47,73.15,Mobile Money,Debit,US,Web,N,M,N,Declined,Merchant_49
1570,2025-03-23,12:00:47,2.82,Mobile Money,Credit,US,Mobile App,U,M,Y,Approved,Merchant_47
1571,2025-04-21,12:00:47,72.38,Cash,Credit,US,POS,N,N,N,Approved,Merchant_29
1572,2025-04-01,12:00:47,17.0,Mobile Money,Credit,US,POS,U,N,Y,Approved,Merchant_38
1573,2025-03-31,12:00:47,238.9,Mobile Money,Debit,NG,Web,N,N,N,Declined,Merchant_8
1574,2025-03-22,12:00:47,19.56,Mobile Money,Debit,NG,Mobile App,Y,N,Y,Declined,Merchant_29
1575,2025-03-30,12:00:47,128.05,Cash,Credit,UK,POS,N,N,Y,Approved,Merchant_16
1576,2025-03-27,12:00:47,14.63,Mobile Money,Debit,US,Web,Y,N,Y,Declined,Merchant_2
1577,2025-04-29,12:00:47,30.73,Mobile Money,Debit,NG,Web,U,N,Y,Declined,Merchant_5
1578,2025-04-19,12:00:47,49.82,Cash,Credit,NG,POS,U,M,N,Declined,Merchant_30
1579,2025-03-21,12:00:47,180.95,Cash,Credit,US,Mobile App,U,N,N,Approved,Merchant_14
1580,2025-04-15,12:00:47,22.02,Mobile Money,Debit,US,Web,U,N,N,Declined,Merchant_7
1581,2025-03-31,12:00:47,19.92,Card,Debit,UK,Mobile App,U,M,Y,Approved,Merchant_48
1582,2025-04-01,12:00:47,9.46,Card,Credit,US,Web,Y,N,N,Declined,Merchant_1
1583,2025-05-11,12:00:47,9.9,Card,Credit,UK,Web,U,M,Y,Approved,Merchant_37
1584,2025-05-04,12:00:47,28.99,Mobile Money,Debit,NG,POS,U,N,Y,Declined,Merchant_23
1585,2025-04-16,12:00:47,31.1,Card,Debit,NG,Web,N,M,Y,Declined,Merchant_23
1586,2025-05-07,12:00:47,58.52,Card,Credit,UK,Mobile App,U,N,Y,Declined,Merchant_7
1587,2025-05-05,12:00:47,101.6,Mobile Money,Credit,UK,Mobile App,Y,N,Y,Approved,Merchant_20
1588,2025-04-18,12:00:47,43.89,Card,Debit,NG,Web,U,M,Y,Declined,Merchant_20
1589,2025-05-01,12:00:47,102.44,Card,Credit,NG,POS,Y,M,Y,Approved,Merchant_39
1590,2025-05-10,12:00:47,28.99,Card,Credit,NG,Mobile App,U,M,Y,Declined,Merchant_12
1591,2025-04-30,12:00:47,37.84,Card,Debit,US,POS,U,N,Y,Approved,Merchant_50
1592,2025-04-17,12:00:47,73.15,Mobile Money,Debit,US,Web,N,N,Y,Approved,Merchant_35
1593,2025-04-19,12:00:47,17.95,Card,Debit,UK,Mobile App,Y,M,Y,Approved,Merchant_16
1594,2025-04-14,12:00:47,36.19,Mobile Money,Debit,NG,POS,U,N,N,Declined,Merchant_37
1595,2025-04-30,12:00:47,78.24,Mobile Money,Credit,US,POS,N,N,N,Approved,Merchant_24
1596,2025-03-22,12:00:47,12.66,Cash,Debit,US,Mobile App,N,M,N,Declined,Merchant_22
1597,2025-04-20,12:00:47,49.8,Cash,Debit,US,Mobile App,N,M,Y,Declined,Merchant_2
1598,2025-04-09,12:00:47,37.38,Mobile Money,Debit,NG,Web,Y,M,N,Declined,Merchant_47
1599,2025-03-20,12:00:47,8.44,Cash,Debit,NG,Mobile App,N,N,N,Declined,Merchant_16
1600,2025-04-08,12:00:47,48.4,Card,Credit,NG,Web,Y,N,N,Approved,Merchant_37
1601,2025-04-17,12:00:47,12.46,Cash,Debit,US,Mobile App,U,M,N,Approved,Merchant_37
1602,2025-03-26,12:00:47,115.96,Card,Debit,UK,Mobile App,U,M,N,Approved,Merchant_11
1603,2025-04-07,12:00:47,61.6,Cash,Credit,US,Mobile App,N,M,Y,Approved,Merchant_29
1604,2025-03-20,12:00:47,72.38,Mobile Money,Debit,US,Web,N,N,N,Approved,Merchant_13
1605,2025-05-01,12:00:47,37.38,Card,Credit,US,Web,Y,M,N,Declined,Merchant_3
1606,2025-03-31,12:00:47,9.96,Card,Credit,UK,Web,Y,N,Y,Declined,Merchant_42
1607,2025-04-13,12:00:47,6.6,Card,Credit,UK,POS,U,N,N,Approved,Merchant_31
1608,2025-04-27,12:00:47,32.37,Cash,Debit,UK,POS,N,N,Y,Approved,Merchant_36
1609,2025-05-17,12:00:47,180.95,Card,Debit,US,Web,U,M,N,Approved,Merchant_21
1610,2025-03-20,12:00:47,20.32,Mobile Money,Credit,UK,Web,Y,M,Y,Declined,Merchant_43
1611,2025-03-25,12:00:47,18.92,Card,Debit,NG,Mobile App,U,N,N,Declined,Merchant_39
1612,2025-04-24,12:00:47,46.2,Card,Credit,UK,Web,U,N,Y,Approved,Merchant_10
1613,2025-04-01,12:00:47,47.3,Cash,Debit,NG,POS,U,N,N,Approved,Merchant_5
1614,2025-05-06,12:00:47,2.82,Mobile Money,Debit,US,Web,Y,M,Y,Approved,Merchant_6
1615,2025-04-27,12:00:47,48.32,Card,Debit,US,Web,Y,N,N,Approved,Merchant_33
1616,2025-04-14,12:00:47,29.36,Card,Debit,NG,Web,U,N,Y,Approved,Merchant_40
1617,2025-04-25,12:00:47,24.16,Card,Credit,US,Web,Y,N,Y,Declined,Merchant_17
1618,2025-04-17,12:00:47,16.88,Mobile Money,Debit,US,Web,Y,M,Y,Declined,Merchant_46
1619,2025-04-23,12:00:47,97.11,Cash,Credit,US,Mobile App,Y,N,N,Approved,Merchant_41
1620,2025-04-16,12:00:47,95.56,Mobile Money,Debit,UK,Web,U,N,N,Approved,Merchant_25
1621,2025-05-10,12:00:47,71.8,Card,Debit,UK,Mobile App,N,M,N,Approved,Merchant_12
1622,2025-04-25,12:00:47,153.65,Card,Debit,NG,POS,N,N,Y,Declined,Merchant_47
1623,2025-04-10,12:00:47,32.37,Mobile Money,Debit,US,Web,Y,M,Y,Approved,Merchant_6
1624,2025-04-08,12:00:47,11.28,Card,Debit,NG,POS,U,M,Y,Approved,Merchant_46
1625,2025-05-08,12:00:47,64.74,Cash,Debit,NG,Mobile App,U,M,Y,Declined,Merchant_37
1626,2025-04-03,12:00:47,124.55,Mobile Money,Credit,NG,Mobile App,Y,M,Y,Declined,Merchant_39
1627,2025-04-28,12:00:47,83.1,Mobile Money,Debit,UK,Web,N,M,Y,Approved,Merchant_36
1628,2025-05-10,12:00:47,47.3,Card,Debit,NG,Web,Y,N,Y,Approved,Merchant_31
1629,2025-03-23,12:00:47,39.84,Cash,Credit,US,Mobile App,U,M,Y,Approved,Merchant_4
1630,2025-05-04,12:00:47,29.26,Card,Debit,US,POS,N,N,N,Approved,Merchant_37
1631,2025-04-11,12:00:47,81.28,Card,Debit,US,POS,U,N,Y,Approved,Merchant_19
1632,2025-05-17,12:00:47,128.05,Card,Debit,US,Web,U,M,Y,Declined,Merchant_2
1633,2025-04-08,12:00:47,81.28,Mobile Money,Debit,US,POS,Y,N,Y,Declined,Merchant_16
1634,2025-05-07,12:00:47,3.96,Card,Debit,US,Web,Y,N,N,Declined,Merchant_41
1635,2025-04-16,12:00:47,19.56,Cash,Credit,UK,Mobile App,N,N,Y,Approved,Merchant_19
1636,2025-05-03,12:00:47,35.9,Mobile Money,Debit,UK,Web,Y,N,Y,Approved,Merchant_36
1637,2025-04-22,12:00:47,5.94,Card,Debit,UK,Web,N,N,N,Approved,Merchant_12
1638,2025-04-16,12:00:47,29.26,Mobile Money,Credit,UK,Web,N,M,N,Approved,Merchant_9
1639,2025-04-13,12:00:47,4.22,Mobile Money,Debit,US,Mobile App,Y,N,N,Approved,Merchant_48
1640,2025-05-09,12:00:47,49.84,Card,Credit,US,Web,U,N,Y,Approved,Merchant_5
1641,2025-04-17,12:00:47,9.9,Card,Debit,US,Web,Y,M,Y,Approved,Merchant_3
1642,2025-04-09,12:00:47,36.24,Card,Debit,US,Mobile App,Y,N,Y,Approved,Merchant_9
1643,2025-04-02,12:00:47,9.9,Card,Credit,US,POS,Y,N,N,Declined,Merchant_24
1644,2025-03-30,12:00:47,15.4,Mobile Money,Debit,UK,POS,Y,M,N,Declined,Merchant_13
1645,2025-03-19,12:00:47,4.4,Cash,Credit,UK,POS,N,N,Y,Declined,Merchant_46
1646,2025-05-15,12:00:47,60.4,Mobile Money,Debit,US,Web,Y,N,Y,Approved,Merchant_29
1647,2025-04-23,12:00:47,1.98,Cash,Credit,UK,Mobile App,U,N,Y,Approved,Merchant_25
1648,2025-03-22,12:00:47,124.4,Mobile Money,Debit,UK,Web,Y,M,N,Approved,Merchant_47
1649,2025-04-01,12:00:47,11.28,Cash,Debit,US,POS,Y,N,N,Declined,Merchant_32
1650,2025-04-17,12:00:47,22.02,Card,Credit,NG,Web,Y,M,Y,Approved,Merchant_35
1651,2025-04-14,12:00:47,34.0,Mobile Money,Credit,US,Web,Y,M,Y,Approved,Merchant_3
1652,2025-04-11,12:00:47,49.82,Card,Debit,UK,POS,Y,M,Y,Declined,Merchant_47
1653,2025-03-18,12:00:47,68.0,Card,Debit,NG,Web,N,N,Y,Approved,Merchant_44
1654,2025-04-20,12:00:47,11.28,Card,Credit,US,Mobile App,N,N,N,Approved,Merchant_22
1655,2025-04-04,12:00:47,15.4,Mobile Money,Credit,UK,Web,N,M,N,Declined,Merchant_49
1656,2025-04-16,12:00:47,48.4,Mobile Money,Credit,NG,Web,U,M,Y,Approved,Merchant_38
1657,2025-04-26,12:00:47,11.0,Mobile Money,Debit,UK,Mobile App,U,N,Y,Approved,Merchant_45
1658,2025-04-02,12:00:47,9.9,Card,Credit,UK,Web,Y,N,N,Approved,Merchant_27
1659,2025-04-08,12:00:47,73.15,Mobile Money,Debit,US,Web,Y,M,Y,Approved,Merchant_5
1660,2025-04-19,12:00:47,35.9,Card,Debit,US,Mobile App,N,N,Y,Approved,Merchant_40
1661,2025-03-27,12:00:47,62.3,Card,Credit,US,Web,U,M,Y,Declined,Merchant_5
1662,2025-04-17,12:00:47,191.12,Cash,Credit,NG,POS,N,M,Y,Approved,Merchant_21
1663,2025-04-30,12:00:47,92.19,Card,Debit,US,Web,U,M,N,Declined,Merchant_31
1664,2025-05-04,12:00:47,51.22,Card,Debit,NG,Mobile App,U,M,N,Declined,Merchant_20
1665,2025-03-23,12:00:47,66.48,Cash,Credit,UK,Mobile App,Y,M,Y,Declined,Merchant_14
1666,2025-04-30,12:00:47,12.66,Mobile Money,Debit,US,Web,N,M,N,Approved,Merchant_33
1667,2025-03-18,12:00:47,22.02,Mobile Money,Debit,US,Web,N,M,N,Approved,Merchant_25
1668,2025-04-27,12:00:47,29.04,Card,Debit,UK,Web,U,M,Y,Declined,Merchant_35
1669,2025-05-12,12:00:47,39.84,Card,Debit,UK,Mobile App,Y,M,N,Approved,Merchant_22
1670,2025-03-18,12:00:47,128.05,Mobile Money,Credit,NG,Web,N,N,Y,Approved,Merchant_28
1671,2025-03-23,12:00:47,48.4,Mobile Money,Credit,NG,Mobile App,U,M,N,Approved,Merchant_41
1672,2025-04-30,12:00:47,11.0,Mobile Money,Credit,NG,Web,Y,M,N,Approved,Merchant_17
1673,2025-04-21,12:00:47,101.6,Mobile Money,Debit,NG,Web,Y,M,Y,Declined,Merchant_37
1674,2025-05-16,12:00:47,37.84,Card,Credit,NG,Web,Y,N,N,Declined,Merchant_7
1675,2025-03-25,12:00:47,78.24,Mobile Money,Credit,US,Web,Y,N,N,Declined,Merchant_36
1676,2025-04-24,12:00:47,49.86,Mobile Money,Credit,NG,Web,Y,M,Y,Approved,Merchant_35
1677,2025-05-07,12:00:47,19.56,Card,Credit,NG,Web,N,M,N,Declined,Merchant_46
1678,2025-03-18,12:00:47,12.08,Card,Credit,UK,Web,U,N,Y,Declined,Merchant_27
1679,2025-04-30,12:00:47,61.6,Mobile Money,Debit,US,Web,U,M,N,Declined,Merchant_21
1680,2025-05-08,12:00:47,97.8,Card,Credit,UK,Web,Y,N,Y,Declined,Merchant_9
1681,2025-04-21,12:00:47,78.24,Card,Credit,UK,Mobile App,Y,N,N,Approved,Merchant_43
1682,2025-03-30,12:00:47,9.68,Mobile Money,Debit,NG,Web,N,N,N,Declined,Merchant_11
1683,2025-03-24,12:00:47,2.82,Card,Debit,NG,Web,N,M,N,Approved,Merchant_26
1684,2025-05-11,12:00:47,62.2,Mobile Money,Debit,NG,POS,Y,N,N,Declined,Merchant_39
1685,2025-03-27,12:00:47,12.5,Card,Debit,UK,Web,N,N,N,Approved,Merchant_9
1686,2025-04-26,12:00:47,2.5,Mobile Money,Credit,NG,Web,U,M,Y,Approved,Merchant_34
1687,2025-05-02,12:00:47,16.88,Card,Debit,US,Mobile App,Y,M,Y,Approved,Merchant_43
1688,2025-05-14,12:00:47,28.38,Card,Credit,UK,Web,N,M,Y,Approved,Merchant_45
1689,2025-04-13,12:00:47,17.0,Mobile Money,Debit,NG,POS,N,N,Y,Approved,Merchant_45
1690,2025-04-13,12:00:47,11.28,Cash,Debit,NG,Mobile App,N,N,Y,Approved,Merchant_26
1691,2025-05-13,12:00:47,24.16,Card,Credit,NG,Mobile App,Y,M,N,Approved,Merchant_27
1692,2025-05-14,12:00:47,155.5,Mobile Money,Credit,NG,Web,Y,N,Y,Approved,Merchant_12
1693,2025-04-02,12:00:47,34.0,Cash,Credit,NG,Mobile App,U,M,Y,Approved,Merchant_14
1694,2025-04-22,12:00:47,24.16,Mobile Money,Debit,US,Web,N,N,Y,Declined,Merchant_11
1695,2025-03-24,12:00:47,68.0,Mobile Money,Debit,US,Web,N,N,Y,Approved,Merchant_22
1696,2025-05-10,12:00:47,74.73,Card,Debit,NG,Web,Y,M,N,Approved,Merchant_4
1697,2025-04-12,12:00:47,24.91,Mobile Money,Debit,NG,Web,U,M,Y,Approved,Merchant_32
1698,2025-03-23,12:00:47,71.8,Mobile Money,Debit,NG,Web,Y,N,Y,Approved,Merchant_27
1699,2025-05-14,12:00:47,16.88,Card,Debit,NG,Web,U,M,Y,Approved,Merchant_35
1700,2025-04-02,12:00:47,4.22,Mobile Money,Credit,UK,Web,U,M,N,Declined,Merchant_35
1701,2025-05-08,12:00:47,17.0,Card,Credit,UK,POS,Y,M,N,Declined,Merchant_34
1702,2025-03-31,12:00:47,143.34,Card,Credit,UK,Web,U,N,Y,Approved,Merchant_7
1703,2025-04-19,12:00:47,99.64,Mobile Money,Credit,NG,Web,Y,N,N,Approved,Merchant_43
1704,2025-04-18,12:00:47,11.28,Mobile Money,Credit,UK,Web,N,M,N,Declined,Merchant_1
1705,2025-03-24,12:00:47,9.96,Cash,Debit,UK,Mobile App,U,N,Y,Declined,Merchant_50
1706,2025-05-15,12:00:47,60.4,Mobile Money,Credit,NG,Web,U,M,Y,Declined,Merchant_21
1707,2025-03-27,12:00:47,71.8,Cash,Debit,NG,POS,N,N,N,Declined,Merchant_48
1708,2025-05-11,12:00:47,37.84,Card,Debit,US,Web,N,N,Y,Declined,Merchant_48
1709,2025-05-14,12:00:47,49.84,Mobile Money,Debit,US,Web,Y,N,N,Declined,Merchant_49
1710,2025-04-12,12:00:47,64.74,Mobile Money,Debit,US,Mobile App,N,M,N,Declined,Merchant_26
1711,2025-03-19,12:00:47,10.0,Mobile Money,Credit,US,Web,Y,N,N,Approved,Merchant_29
1712,2025-04-28,12:00:47,39.84,Mobile Money,Credit,US,Mobile App,Y,N,Y,Approved,Merchant_35
1713,2025-03-23,12:00:47,11.28,Mobile Money,Credit,UK,Web,Y,M,Y,Approved,Merchant_22
1714,2025-04-08,12:00:47,36.24,Cash,Credit,NG,POS,U,N,N,Approved,Merchant_48
1715,2025-04-19,12:00:47,28.38,Mobile Money,Debit,US,Mobile App,N,M,N,Approved,Merchant_48
1716,2025-04-30,12:00:47,12.46,Card,Debit,UK,Mobile App,U,M,Y,Declined,Merchant_2
1717,2025-03-28,12:00:47,49.86,Mobile Money,Debit,US,POS,N,M,N,Declined,Merchant_4
1718,2025-04-09,12:00:47,29.04,Mobile Money,Credit,US,Web,Y,M,N,Approved,Merchant_8
1719,2025-03-31,12:00:47,122.92,Card,Debit,UK,Web,N,N,Y,Approved,Merchant_14
1720,2025-04-14,12:00:47,24.91,Mobile Money,Credit,UK,Mobile App,Y,M,N,Declined,Merchant_17
1721,2025-03-24,12:00:47,5.64,Mobile Money,Debit,US,Web,N,M,N,Approved,Merchant_22
1722,2025-05-02,12:00:47,18.92,Card,Credit,US,Mobile App,Y,N,Y,Declined,Merchant_21
1723,2025-04-17,12:00:47,2.2,Card,Debit,NG,Web,N,N,Y,Declined,Merchant_29
1724,2025-03-18,12:00:47,28.99,Cash,Credit,NG,Mobile App,N,N,Y,Declined,Merchant_31
1725,2025-04-13,12:00:47,2.5,Mobile Money,Credit,US,POS,N,M,Y,Declined,Merchant_33
1726,2025-05-06,12:00:47,73.15,Card,Debit,NG,POS,Y,M,Y,Approved,Merchant_33
1727,2025-04-01,12:00:47,24.92,Mobile Money,Credit,NG,Mobile App,U,M,N,Declined,Merchant_6
1728,2025-05-06,12:00:47,19.92,Mobile Money,Debit,NG,Web,Y,M,N,Approved,Merchant_7
1729,2025-05-13,12:00:47,86.97,Mobile Money,Credit,UK,POS,Y,N,N,Approved,Merchant_1
1730,2025-04-21,12:00:47,8.8,Card,Credit,NG,Web,N,N,N,Declined,Merchant_3
1731,2025-05-07,12:00:47,124.4,Mobile Money,Credit,US,Web,U,M,N,Declined,Merchant_4
1732,2025-04-10,12:00:47,37.38,Card,Credit,NG,Web,U,N,Y,Approved,Merchant_29
1733,2025-04-30,12:00:47,62.3,Mobile Money,Credit,UK,Mobile App,N,N,N,Declined,Merchant_8
1734,2025-04-09,12:00:47,29.88,Card,Debit,UK,Web,N,N,N,Declined,Merchant_39
1735,2025-04-25,12:00:47,5.64,Cash,Debit,NG,POS,Y,N,N,Declined,Merchant_42
1736,2025-03-24,12:00:47,2.2,Mobile Money,Credit,NG,Mobile App,N,M,N,Declined,Merchant_50
1737,2025-03-31,12:00:47,161.85,Mobile Money,Debit,US,Web,U,N,Y,Declined,Merchant_48
1738,2025-04-21,12:00:47,12.5,Mobile Money,Credit,UK,Web,Y,M,Y,Declined,Merchant_2
1739,2025-04-01,12:00:47,62.2,Mobile Money,Credit,UK,POS,N,N,N,Approved,Merchant_22
1740,2025-05-05,12:00:47,8.46,Cash,Debit,US,Mobile App,N,N,Y,Declined,Merchant_25
1741,2025-05-17,12:00:47,17.0,Mobile Money,Credit,NG,Mobile App,N,M,Y,Approved,Merchant_2
1742,2025-05-06,12:00:47,22.02,Cash,Credit,NG,Mobile App,N,M,Y,Approved,Merchant_14
1743,2025-04-14,12:00:47,155.5,Mobile Money,Credit,NG,Web,Y,N,N,Declined,Merchant_13
1744,2025-05-01,12:00:47,58.68,Card,Debit,UK,POS,Y,N,Y,Approved,Merchant_32
1745,2025-04-15,12:00:47,29.04,Card,Credit,UK,Web,Y,M,Y,Declined,Merchant_45
1746,2025-05-06,12:00:47,43.89,Card,Credit,UK,Web,U,M,N,Declined,Merchant_19
1747,2025-05-16,12:00:47,1.98,Mobile Money,Debit,US,Web,Y,N,N,Approved,Merchant_33
1748,2025-05-06,12:00:47,29.36,Card,Credit,NG,Web,Y,N,Y,Approved,Merchant_7
1749,2025-04-11,12:00:47,77.0,Card,Debit,US,Web,Y,N,Y,Declined,Merchant_36
1750,2025-03-29,12:00:47,5.64,Card,Debit,NG,Web,Y,M,Y,Declined,Merchant_30
1751,2025-03-21,12:00:47,19.92,Card,Debit,UK,Web,Y,N,Y,Approved,Merchant_27
1752,2025-05-12,12:00:47,28.38,Mobile Money,Debit,UK,Web,N,N,Y,Approved,Merchant_5
1753,2025-05-07,12:00:47,155.5,Mobile Money,Debit,US,Web,Y,N,N,Declined,Merchant_38
1754,2025-04-12,12:00:47,36.7,Card,Debit,US,POS,N,N,N,Declined,Merchant_38
1755,2025-04-25,12:00:47,17.0,Cash,Debit,UK,POS,U,M,N,Approved,Merchant_5
1756,2025-05-11,12:00:47,24.91,Mobile Money,Credit,UK,POS,U,M,Y,Declined,Merchant_44
1757,2025-04-10,12:00:47,66.48,Mobile Money,Debit,UK,POS,N,M,Y,Approved,Merchant_35
1758,2025-03-19,12:00:47,101.6,Card,Credit,UK,Web,N,N,N,Approved,Merchant_8
1759,2025-03-30,12:00:47,81.28,Mobile Money,Credit,NG,Mobile App,N,N,N,Approved,Merchant_34
1760,2025-04-23,12:00:47,36.24,Cash,Credit,UK,POS,N,M,Y,Approved,Merchant_38
1761,2025-04-27,12:00:47,25.61,Mobile Money,Debit,US,Web,Y,M,N,Approved,Merchant_48
1762,2025-04-22,12:00:47,62.3,Cash,Credit,UK,POS,N,M,Y,Approved,Merchant_12
1763,2025-04-01,12:00:47,124.55,Card,Debit,NG,Web,U,N,Y,Declined,Merchant_4
1764,2025-04-03,12:00:47,17.95,Card,Debit,US,POS,U,M,N,Approved,Merchant_6
1765,2025-04-15,12:00:47,57.98,Cash,Debit,UK,POS,U,N,N,Approved,Merchant_30
1766,2025-05-10,12:00:47,78.24,Card,Debit,US,POS,Y,N,Y,Declined,Merchant_44
1767,2025-05-01,12:00:47,9.68,Card,Debit,US,Web,U,N,N,Declined,Merchant_34
1768,2025-03-25,12:00:47,8.44,Mobile Money,Debit,UK,Web,U,N,N,Approved,Merchant_24
1769,2025-05-01,12:00:47,12.08,Card,Credit,US,Web,Y,N,Y,Declined,Merchant_46
1770,2025-05-11,12:00:47,30.8,Mobile Money,Debit,NG,POS,N,N,N,Declined,Merchant_17
1771,2025-05-03,12:00:47,66.48,Mobile Money,Debit,US,Mobile App,Y,M,Y,Approved,Merchant_31
1772,2025-04-10,12:00:47,8.8,Card,Credit,US,Web,N,M,N,Declined,Merchant_48
1773,2025-04-12,12:00:47,155.5,Mobile Money,Debit,US,Web,U,M,N,Approved,Merchant_44
1774,2025-04-11,12:00:47,46.2,Mobile Money,Debit,UK,Mobile App,N,N,Y,Declined,Merchant_42
1775,2025-05-12,12:00:47,61.46,Mobile Money,Credit,NG,POS,U,M,Y,Declined,Merchant_49
1776,2025-04-05,12:00:47,93.3,Card,Credit,US,POS,N,M,Y,Approved,Merchant_45
1777,2025-04-23,12:00:47,77.0,Mobile Money,Debit,UK,POS,Y,M,Y,Approved,Merchant_16
1778,2025-04-15,12:00:47,92.19,Mobile Money,Debit,NG,Web,Y,M,Y,Declined,Merchant_26
1779,2025-04-04,12:00:47,9.68,Mobile Money,Debit,NG,Web,N,M,N,Declined,Merchant_47
1780,2025-04-19,12:00:47,29.88,Mobile Money,Debit,US,Web,N,M,Y,Declined,Merchant_12
1781,2025-03-19,12:00:47,124.55,Card,Credit,US,Web,N,M,Y,Declined,Merchant_25
1782,2025-05-10,12:00:47,115.96,Mobile Money,Debit,NG,Web,N,M,N,Declined,Merchant_24
1783,2025-04-26,12:00:47,108.57,Card,Credit,NG,Web,U,N,N,Declined,Merchant_20
1784,2025-04-12,12:00:47,10.0,Mobile Money,Debit,US,Web,U,N,N,Declined,Merchant_49
1785,2025-05-07,12:00:47,11.28,Cash,Credit,NG,Mobile App,N,N,N,Declined,Merchant_6
1786,2025-03-18,12:00:47,1.98,Mobile Money,Debit,US,Web,Y,N,N,Approved,Merchant_13
1787,2025-05-10,12:00:47,97.11,Cash,Debit,UK,Mobile App,U,N,Y,Declined,Merchant_2
1788,2025-04-17,12:00:47,48.4,Cash,Debit,US,POS,U,N,N,Approved,Merchant_5
1789,2025-04-27,12:00:47,62.3,Card,Debit,NG,Mobile App,N,N,Y,Declined,Merchant_9
1790,2025-03-24,12:00:47,85.0,Card,Credit,UK,Web,N,M,N,Approved,Merchant_41
1791,2025-04-08,12:00:47,31.1,Cash,Credit,US,Mobile App,U,N,N,Approved,Merchant_5
1792,2025-03-20,12:00:47,99.64,Card,Credit,NG,Web,Y,N,N,Approved,Merchant_14
1793,2025-04-28,12:00:47,81.28,Card,Credit,UK,Web,Y,M,N,Declined,Merchant_35
1794,2025-05-12,12:00:47,37.84,Cash,Credit,US,POS,N,M,N,Approved,Merchant_28
